id;ingredient;similars;co2id
816;SOUP: 1 cup onion, diced 1 cup celery, diced 2 cups red potatoes, skin-on & diced 2 (6.5 ounce) cans clams, juice reserved 1 teaspoon salt WHITE SAUCE: 1/2 cup unsalted butter 1/2 cup all-purpose flour 2 cups whole milk 2 cups nonfat milk 1/2 teaspoon salt;"['Buffalo milk' 'Soy-milk' 'Almond milk' 'Shark mako' 'Coconut milk'
 'Cauliflowers' 'Diamond fish' 'Sunflower seed' 'Rock fish' 'Chick peas']";0
817;5 egg whites;"['Aubergines' 'Peaches' 'Cherries' 'Eggplants' 'Eggs' 'Nectarines'
 'Tangerines' 'Chick peas' 'Dates' 'Raspberries']";
818;2 tablespoons prepared barbecue sauce;"['Gooseberries' 'Asparagus' 'Green beans' 'Sesame seed' 'Raspberries'
 'Butter beans' 'Mustard seed' 'Strawberries' 'Strawberries' 'Sea bass']";0
819;maple syrup;"['Rape seed' 'Grapefruit' 'Pineapples' 'Barley' 'Grapes' 'Apples'
 'Tomatoes' 'Tomatoes' 'Capsicums' 'Carp']";0
820;1/2 teaspoon coarse salt;"['Sea bass' 'Nectarines' 'Sesame seed' 'Button squash' 'Peaches'
 'Mandarins' 'Rape seed' 'Asparagus' 'Cashew nut' 'Green beans']";0
821;4 thick slices shokupan (Japanese white bread);"['Artichokes' 'Chick peas' 'Sesame seed' 'Pilchard' 'Rape seed'
 'Butter beans' 'Chicken' 'Rock fish' 'Mustard seed' 'Cauliflowers']";0
822;2 tsp ground cinnamon;"['Ground nuts' 'Rockmelon' 'Ling common' 'Green beans' 'Onion'
 'Diamond fish' 'Quinoa' 'Salmon' 'Megrim' 'Apricot']";0
823;1 teaspoon finely chopped fresh flat-leaf parsley;"['Pineapples' 'Diamond fish' 'Rape seed' 'Artichokes' 'Raspberries'
 'Sesame seed' 'Cauliflowers' 'Butter beans' 'Gooseberries'
 'Sunflower seed']";0
824;1/4 teaspoon crushed red pepper;"['Button squash' 'Sesame seed' 'Mustard seed' 'Gooseberries' 'Peppers'
 'Peaches' 'Peanuts' 'Cantelope' 'Asparagus' 'Pineapples']";
825;4 toasted white-wheat hot dog buns;"['Butter beans' 'Pistachios' 'Cashew nut' 'Green beans' 'Cowpeas' 'Rhombus'
 'Tomatoes' 'Sea bass' 'Beetroot' 'Avocados']";0
826;12 fresh Bing cherries, pitted, quartered;"['Cranberries' 'Cherries' 'Chick peas' 'Tangerines' 'Blueberries'
 'Raspberries' 'Strawberries' 'Strawberries' 'Gooseberries' 'Button squash']";
827;1/8 teaspoon freshly grated nutmeg;"['Cashew nut' 'Hazelnuts' 'Chestnuts' 'Rape seed' 'Raspberries'
 'Ground nuts' 'Coconut milk' 'Button squash' 'Sunflower seed' 'Walnuts']";0
828;1 1/2 teaspoons vanilla;"['Coconut milk' 'Green beans' 'Watermelons' 'Almond milk' 'Beans'
 'Butter beans' 'Buffalo milk' 'Diamond fish' 'Button squash' 'Fennel']";0
829;2 teaspoons olive oil;"['Coconut milk' 'Pineapples' 'Green beans' 'Raspberries' 'Almond milk'
 'Watermelons' 'Beans' 'Diamond fish' 'Butter beans' 'Buffalo milk']";0
830;2 tablespoons mayonnaise;"['Almond milk' 'Buffalo milk' 'Coconut milk' 'Diamond fish' 'Tomatoes'
 'Tomatoes' 'Rutabage' 'Rape seed' 'Mushrooms' 'Capsicums']";0
831;2 cups nonfat milk;"['Coconut milk' 'Buffalo milk' 'Almond milk' 'Soy-milk' 'Quinoa' 'Buffalo'
 'Lentils' 'Mushrooms' 'Shark mako' 'Cashew nut']";
832;3 large onions, cut crosswise into 1/2-inch slices and separated into rings;"['Green beans' 'Gooseberries' 'Button squash' 'Sunflower seed' 'Mandarins'
 'Nectarines' 'Pistachios' 'Ground nuts' 'Sesame seed' 'Blueberries']";
833;1 1/2 tablespoons red-wine vinegar;"['Nectarines' 'Tangerines' 'Aubergines' 'Cashew nut' 'Almond milk'
 'Green beans' 'Gooseberries' 'Diamond fish' 'Herring' 'Kangaroo']";0
834;mayonnaise;"['Mandarins' 'Almonds' 'Diamond fish' 'Tomatoes' 'Mandarin' 'Tomatoes'
 'Maize' 'Lemon' 'Almond milk' 'Ground nuts']";0
835;3 garlic cloves;"['Cauliflowers' 'Artichokes' 'Olives' 'Garlic' 'Chick peas' 'Tangerines'
 'Nectarines' 'Watermelons' 'Raspberries' 'Barley']";
836;3 Cloves Garlic;"['Garlic' 'Olives' 'Cowpeas' 'Capsicums' 'Cantelope' 'Nectarines'
 'Anglerfish' 'Cuttlefish' 'Carp' 'Corn']";
837;1/2 cup frozen peas, defrosted in a strainer at room temperature;"['Sunflower seed' 'Green beans' 'Mustard seed' 'Butter beans' 'Beetroot'
 'Nectarines' 'Ground nuts' 'Sesame seed' 'Cranberries' 'Strawberries']";0
838;2 slices bacon, cooked and diced;"['Ling common' 'Diamond fish' 'Almond milk' 'Sesame seed' 'Green beans'
 'Mustard seed' 'Butter beans' 'Chicken' 'Mackerel' 'Rape seed']";
839;1/3 cup sugar;"['Button squash' 'Mustard seed' 'Octopus' 'Pumpkins' 'Pilchard' 'Kangaroo'
 'Cucumbers' 'Rape seed' 'Rock fish' 'Asparagus']";0
840;1 chicken cutlet;"['Chicken' 'Chick peas' 'Chestnuts' 'Cashew nut' 'Coconut milk' 'Lentils'
 'Peanuts' 'Zucchini' 'Mackerel' 'Hazelnuts']";
841;8 slices firm white sandwich bread;"['Sesame seed' 'Rock fish' 'Artichokes' 'Chick peas' 'Cuttlefish'
 'Anglerfish' 'Pistachios' 'Cauliflowers' 'Diamond fish' 'Butter beans']";0
842;1 tablespoon minced shallot;"['Almond milk' 'Diamond fish' 'Coconut milk' 'Buffalo milk' 'Nectarines'
 'Aubergines' 'Cuttlefish' 'Tangerines' 'Watermelons' 'Sesame seed']";0
843;4 cups chicken stock;"['Chicken' 'Chick peas' 'Zucchini' 'Pumpkins' 'Capsicums' 'Cashew nut'
 'Artichokes' 'Pistachios' 'Quinoa' 'Quinces']";0
844;6 nori (seaweed) sheets;"['Green beans' 'Swedes' 'Diamond fish' 'Strawberries' 'Gooseberries'
 'Strawberries' 'Peaches' 'Sunflower seed' 'Sea bass' 'Swordfish']";0
845;1 egg;"['Eggs' 'Megrim' 'Herring' 'Eggplants' 'Porbeagle' 'Chick peas'
 'Aubergines' 'Rye' 'Eel' 'Mustard seed']";
846;1 (9-ounce) package fresh baby spinach;"['Rock fish' 'Butter beans' 'Spinach' 'Mackerel' 'Sea bass' 'Tangerines'
 'Nectarines' 'Anglerfish' 'Green beans' 'Blueberries']";
847;Coconut oil;"['Coconut milk' 'Almond milk' 'Lentils' 'Broccoli' 'Broccoli' 'Chestnuts'
 'Rock fish' 'Rockmelon' 'Cantelope' 'Corn']";0
848;¼ cup olive oil;"['Olives' 'Buffalo milk' 'Broccoli' 'Broccoli' 'Cuttlefish' 'Sole'
 'Almond milk' 'Ling common' 'Coconut milk' 'Cauliflowers']";0
849;1/3 cup butter or margarine, melted;"['Aubergines' 'Mustard seed' 'Raspberries' 'Blueberries' 'Coconut milk'
 'Butter beans' 'Sunflower seed' 'Currants' 'Rape seed' 'Tangerines']";
850;2 pounds cherry or grape tomatoes, halved (from about 3 pints or 10 ounce containers);"['Grapefruit' 'Green beans' 'Nectarines' 'Aubergines' 'Ground nuts'
 'Sunflower seed' 'Potatoes' 'Currants' 'Tomatoes' 'Tomatoes']";
851;1 tsp. fresh thyme leaves or 1/4 tsp. dried thyme leave, crushed;"['Strawberries' 'Strawberries' 'Cranberries' 'Raspberries' 'Blueberries'
 'Sesame seed' 'Butter beans' 'Sunflower seed' 'Cherries' 'Asparagus']";0
852;1 1/2 cups 2% low-fat milk;"['Buffalo milk' 'Almond milk' 'Coconut milk' 'Soy-milk' 'Sunflower seed'
 'Buffalo' 'Eggplants' 'Mushrooms' 'Shark mako' 'Ling common']";
853;2 eggs, beaten;"['Green beans' 'Butter beans' 'Soybean' 'Porbeagle' 'Chestnuts' 'Eggplants'
 'Eggs' 'Watermelons' 'Blueberries' 'Sesame seed']";
854;1/2 cup of refried beans (optional);"['Green beans' 'Butter beans' 'Currants' 'Porbeagle' 'Grapefruit'
 'Cranberries' 'Blueberries' 'Raspberries' 'Strawberries' 'Gooseberries']";
855;6 corn tortillas;"['Lentils' 'Coconut milk' 'Almond milk' 'Green beans' 'Octopus' 'Potatoes'
 'Currants' 'Tomatoes' 'Cherries' 'Tomatoes']";0
856;1/2 cup Dijon mustard;"['Mustard seed' 'Button squash' 'Coconut milk' 'Diamond fish' 'Quinoa'
 'Octopus' 'Lobster' 'Quinces' 'Spinach' 'Rhombus']";
857;1 teaspoon unsalted butter;"['Ground nuts' 'Gooseberries' 'Rape seed' 'Cashew nut' 'Raspberries'
 'Mustard seed' 'Butter' 'Lobster' 'Peanuts' 'Chestnuts']";
858;1/3 cup orange juice;"['Tangerines' 'Cranberries' 'Orange' 'Asparagus' 'Grapefruit'
 'Strawberries' 'Strawberries' 'Button squash' 'Quinces' 'Lettuce']";
859;1 tsp balsamic vinegar;"['Kangaroo' 'Chick peas' 'Raspberries' 'Cauliflowers' 'Butter beans'
 'Olives' 'Salmon' 'Ginger' 'Lobster' 'Spinach']";0
860;1 loaf Italian or French bread (about 1 pound), cut in half horizontally;"['Ground nuts' 'Coconut milk' 'Mandarin' 'Mandarins' 'Grapefruit'
 'Kiwi fruit' 'Green beans' 'Gooseberries' 'Buffalo milk' 'Beetroot']";0
861;1 bay leaf;"['Green beans' 'Barley' 'Butter beans' 'Soybean' 'Rutabage' 'Sea bass'
 'Porbeagle' 'Rye' 'Cuttlefish' 'Chick peas']";0
862;1/2 pound thinly sliced cooked ham (preferably Black Forest);"['Pineapples' 'Gooseberries' 'Artichokes' 'Chick peas' 'Almond milk'
 'Ling common' 'Raspberries' 'Ground nuts' 'Strawberries' 'Strawberries']";
863;a pinch of red pepper flakes;"['Pineapples' 'Artichokes' 'Peppers' 'Tangerines' 'Chick peas'
 'Raspberries' 'Green beans' 'Diamond fish' 'Gooseberries' 'Cauliflowers']";0
864;6 egg yolks;"['Eggs' 'Eggplants' 'Melons' 'Melons' 'Pollock' 'Lentils' 'Soy-milk'
 'Gherkins' 'Sea bass' 'Rape seed']";
865;Small handful of crushed peanuts;"['Cashew nut' 'Chick peas' 'Green beans' 'Ground nuts' 'Diamond fish'
 'Butter beans' 'Peanuts' 'Walnuts' 'Sunflower seed' 'Mandarins']";
866;½ to 1 teaspoon black pepper;"['Raspberries' 'Butter beans' 'Coconut milk' 'Button squash' 'Peppers'
 'Sea bass' 'Rutabage' 'Mackerel' 'Cantelope' 'Porbeagle']";0
867;1/2 bunch fresh chives, snipped into 1/2-inch pieces (about 1/4 cup);"['Sunflower seed' 'Zucchini' 'Chestnuts' 'Chick peas' 'Cashew nut'
 'Sesame seed' 'Quinces' 'Beetroot' 'Pistachios' 'Tangerines']";0
868;1¼ teaspoons sugar;"['Button squash' 'Kangaroo' 'Beans' 'Green beans' 'Watermelons' 'Melons'
 'Diamond fish' 'Butter beans' 'Melons' 'Peanuts']";0
869;5-1/2 cups water;"['Butter' 'Lobster' 'Cucumbers' 'Watermelons' 'Mustard seed' 'Butter beans'
 'Dates' 'Sunflower seed' 'Mussels' 'Peppers']";0
870;1 clove garlic, finely minced;"['Sunflower seed' 'Nectarines' 'Almond milk' 'Mustard seed' 'Coconut milk'
 'Cauliflowers' 'Barley' 'Megrim' 'Garlic' 'Zucchini']";
871;1 1/2 pounds Spaghetti;"['Ground nuts' 'Almond milk' 'Diamond fish' 'Yoghurt' 'Almonds' 'Rutabage'
 'Mandarin' 'Asparagus' 'Porbeagle' 'Mandarins']";0
872;1/4 cup tahini, well stirred;"['Sunflower seed' 'Nectarines' 'Strawberries' 'Strawberries' 'Rape seed'
 'Cranberries' 'Mustard seed' 'Quinces' 'Pumpkins' 'Zucchini']";0
873;1 tablespoon confectioners' sugar;"['Cauliflowers' 'Diamond fish' 'Button squash' 'Sunflower seed'
 'Pistachios' 'Cuttlefish' 'Raspberries' 'Ling common' 'Strawberries'
 'Butter beans']";0
874;oil spray;"['Asparagus' 'Chick peas' 'Celery' 'Lobster' 'Lentils' 'Cowpeas'
 'Button squash' 'Pilchard' 'Soy-milk' 'Rock fish']";0
875;2 cups white sugar;"['Button squash' 'Butter' 'Mustard seed' 'Lobster' 'Whiting' 'Quinces'
 'Sunflower seed' 'Pumpkins' 'Capsicums' 'Mushrooms']";0
876;1/4 teaspoon coarse salt;"['Sea bass' 'Nectarines' 'Sesame seed' 'Button squash' 'Peaches'
 'Mandarins' 'Rape seed' 'Asparagus' 'Cashew nut' 'Green beans']";0
877;2 tbsp chopped green chiles (I used Old El Paso);"['Green beans' 'Button squash' 'Cherries' 'Rape seed' 'Chick peas'
 'Artichokes' 'Aubergines' 'Sesame seed' 'Ground nuts' 'Strawberries']";0
878;Chive sprigs (optional);"['Cherries' 'Chestnuts' 'Chick peas' 'Ling common' 'Apricot' 'Chicken'
 'Whiting' 'Gherkins' 'Aubergines' 'Raspberries']";0
879;6 ounces semisweet chocolate, finely chopped;"['Sunflower seed' 'Cantelope' 'Pistachios' 'Cuttlefish' 'Sesame seed'
 'Mustard seed' 'Tomatoes' 'Tomatoes' 'Broccoli' 'Broccoli']";0
880;4 large potatoes;"['Potatoes' 'Tomatoes' 'Tomatoes' 'Carrots' 'Artichokes' 'Tangerines'
 'Shark mako' 'Nectarines' 'Dates' 'Grapes']";
881;3 cups pancake mix (gluten-free, if desired);"['Tangerines' 'Anglerfish' 'Blueberries' 'Cranberries' 'Butter beans'
 'Gooseberries' 'Mustard seed' 'Sunflower seed' 'Mackerel' 'Cucumbers']";0
882;1/2 cup almond flour;"['Almond milk' 'Diamond fish' 'Salmon' 'Cauliflowers' 'Buffalo milk'
 'Almonds' 'Sunflower seed' 'Ground nuts' 'Ling common' 'Button squash']";0
883;3 oz feta cheese, cubed;"['Mustard seed' 'Peaches' 'Sunflower seed' 'Rape seed' 'Sesame seed'
 'Cheese' 'Potatoes' 'Cashew nut' 'Pistachios' 'Nectarines']";
884;1 1/2 cups shredded mozzarella cheese;"['Green beans' 'Mustard seed' 'Peaches' 'Mushrooms' 'Butter beans' 'Cheese'
 'Currants' 'Porbeagle' 'Asparagus' 'Rape seed']";
885;1/2 tsp Pepper;"['Peppers' 'Pineapples' 'Cantelope' 'Raspberries' 'Pears' 'Gooseberries'
 'Apples' 'Celery' 'Butter' 'Peaches']";0
886;16 ounces firm tofu, cut into 1/4-inch cubes;"['Tangerines' 'Artichokes' 'Nectarines' 'Ground nuts' 'Butter beans'
 'Coconut milk' 'Button squash' 'Tomatoes' 'Tomatoes' 'Rock fish']";0
887;2 cans (15 1/2 ounces each) chickpeas;"['Chick peas' 'Peaches' 'Pistachios' 'Pineapples' 'Quinces' 'Cowpeas'
 'Chicken' 'Sea bass' 'Zucchini' 'Mandarins']";
888;2 cups chilled heavy cream;"['Mustard seed' 'Mushrooms' 'Capsicums' 'Chick peas' 'Blueberries'
 'Gooseberries' 'Coconut milk' 'Butter beans' 'Cream' 'Guavas']";
889;4 cups whole milk;"['Buffalo milk' 'Almond milk' 'Coconut milk' 'Soy-milk' 'Mushrooms'
 'Pollock' 'Mussels' 'Broccoli' 'Broccoli' 'Cashew nut']";
890;8 ounces elbow macaroni;"['Rockmelon' 'Buffalo milk' 'Quinces' 'Sunflower seed' 'Zucchini'
 'Nectarines' 'Cashew nut' 'Ground nuts' 'Almond milk' 'Ling common']";0
891;5 tablespoons plus 1 teaspoon Matsuhisa Dressing;"['Button squash' 'Gooseberries' 'Coconut milk' 'Walnuts' 'Peppers'
 'Mandarin' 'Sea bass' 'Rape seed' 'Chestnuts' 'Hazelnuts']";0
892;1 Teaspoon cornflour / cornstarch;"['Diamond fish' 'Sunflower seed' 'Tangerines' 'Raspberries' 'Watermelons'
 'Ling common' 'Coconut milk' 'Cauliflowers' 'Trout' 'Button squash']";0
893;1/4 cup plus 1 tablespoon honey;"['Cuttlefish' 'Mustard seed' 'Button squash' 'Apples' 'Rutabage'
 'Cucumbers' 'Pistachios' 'Aubergines' 'Nectarines' 'Chick peas']";0
894;2 teaspoons minced garlic, divided;"['Raspberries' 'Coconut milk' 'Mandarin' 'Mandarins' 'Pineapples'
 'Nectarines' 'Almond milk' 'Mustard seed' 'Buffalo milk' 'Diamond fish']";
895;vegetable oil or extra melted butter, for the waffle iron;"['Butter beans' 'Green beans' 'Watermelons' 'Strawberries' 'Strawberries'
 'Gooseberries' 'Porbeagle' 'Cranberries' 'Mustard seed' 'Rape seed']";
896;1 1/2 cup cooked chicken;"['Chicken' 'Zucchini' 'Pumpkins' 'Rockmelon' 'Chick peas' 'Ling common'
 'Almond milk' 'Buffalo milk' 'Butter beans' 'Peaches']";
897;500 g Mehl;"['Melons' 'Melons' 'Mussels' 'Mackerel' 'Eel' 'Milk' 'Maize' 'Pomelo'
 'Orange' 'Celery']";0
898;10 small summer squash of assorted shapes and colors;"['Mustard seed' 'Butter beans' 'Button squash' 'Mushrooms' 'Watermelons'
 'Almond milk' 'Blueberries' 'Green beans' 'Diamond fish' 'Cauliflowers']";0
899;4 large eggs;"['Tangerines' 'Asparagus' 'Rape seed' 'Eggs' 'Aubergines' 'Nectarines'
 'Dates' 'Pears' 'Watermelons' 'Green beans']";
900;2 - 3 teaspoons hot sauce;"['Button squash' 'Lettuce' 'Rape seed' 'Watermelons' 'Green beans'
 'Butter beans' 'Coconut milk' 'Diamond fish' 'Mustard seed' 'Beans']";0
901;3/4 cup buttermilk;"['Coconut milk' 'Butter' 'Buffalo milk' 'Cucumbers' 'Aubergines'
 'Blueberries' 'Raspberries' 'Almond milk' 'Watermelons' 'Butter beans']";0
902;4 thin slices cucumber;"['Cucumbers' 'Quinces' 'Capsicums' 'Nectarines' 'Artichokes' 'Chick peas'
 'Pineapples' 'Ling common' 'Blueberries' 'Gooseberries']";
903;1 7-pound salmon, scaled and cleaned;"['Sesame seed' 'Almond milk' 'Ground nuts' 'Green beans' 'Buffalo milk'
 'Gooseberries' 'Mustard seed' 'Butter beans' 'Diamond fish'
 'Button squash']";
904;2 to 3 sprigs fresh oregano or marjoram, plus more for serving;"['Sesame seed' 'Asparagus' 'Shark mako' 'Grapefruit' 'Diamond fish'
 'Sunflower seed' 'Tomatoes' 'Kangaroo' 'Mandarin' 'Tomatoes']";0
905;1 teaspoons ground turmeric;"['Ground nuts' 'Coconut milk' 'Tangerines' 'Raspberries' 'Almond milk'
 'Diamond fish' 'Gooseberries' 'Peanuts' 'Mandarin' 'Kangaroo']";0
906;1 (14 ounce) jar spaghetti sauce;"['Sunflower seed' 'Mustard seed' 'Lettuce' 'Aubergines' 'Cashew nut'
 'Raspberries' 'Button squash' 'Quinces' 'Peaches' 'Sea bass']";0
907;6 sprigs cilantro, finely minced;"['Cantelope' 'Nectarines' 'Tangerines' 'Cranberries' 'Watermelons'
 'Almond milk' 'Diamond fish' 'Garlic' 'Apricot' 'Mandarin']";0
908;2 tablespoons white wine vinegar;"['Cashew nut' 'Whiting' 'Rape seed' 'Tangerines' 'Sesame seed'
 'Gooseberries' 'Coconut milk' 'Cauliflowers' 'Lobster' 'Kangaroo']";0
909;1 cup fat-free milk;"['Coconut milk' 'Buffalo milk' 'Soy-milk' 'Shark mako' 'Watermelons'
 'Almond milk' 'Mustard seed' 'Buffalo' 'Sunflower seed' 'Mackerel']";
910;1 tablespoon extra-virgin olive oil;"['Raspberries' 'Aubergines' 'Coconut milk' 'Beetroot' 'Mandarin' 'Rutabage'
 'Mandarins' 'Tangerines' 'Nectarines' 'Almond milk']";0
911;3/4 cup pancake mix;"['Buffalo milk' 'Coconut milk' 'Quinces' 'Mandarin' 'Rutabage' 'Mackerel'
 'Mandarins' 'Rock fish' 'Chick peas' 'Tangerines']";0
912;1 or 2 Anaheim chile (chile verde);"['Sesame seed' 'Pilchard' 'Rape seed' 'Cauliflowers' 'Mackerel' 'Porbeagle'
 'Artichokes' 'Chick peas' 'Anglerfish' 'Cranberries']";0
913;1/4 cup granulated sugar;"['Currants' 'Button squash' 'Walnuts' 'Peanuts' 'Sunflower seed' 'Kangaroo'
 'Mandarin' 'Eggplants' 'Mandarins' 'Hazelnuts']";0
914;a pinch of salt;"['Apricot' 'Spinach' 'Artichokes' 'Pistachios' 'Quinoa' 'Quinces' 'Peaches'
 'Pumpkins' 'Pilchard' 'Rape seed']";0
915;1 oz shredded cheese (I used Cabot 50% reduced fat Pepper Jack);"['Sesame seed' 'Green beans' 'Butter beans' 'Peppers' 'Chestnuts'
 'Cantelope' 'Mustard seed' 'Cauliflowers' 'Gooseberries' 'Cheese']";
916;3 1/2 cups cake flour;"['Rockmelon' 'Cauliflowers' 'Buffalo' 'Mussels' 'Sunflower seed' 'Mackerel'
 'Cantelope' 'Rock fish' 'Hazelnuts' 'Capsicums']";0
917;1 cup White Wine;"['Whiting' 'Aubergines' 'Butter beans' 'Chicken' 'Quinces' 'Gherkins'
 'Zucchini' 'Pumpkins' 'Cherries' 'Rape seed']";0
918;1/2 teaspoon of sea salt, or to taste;"['Button squash' 'Rape seed' 'Asparagus' 'Sesame seed' 'Raspberries'
 'Green beans' 'Diamond fish' 'Sunflower seed' 'Carrots' 'Mussels']";0
919;4 cups (packed) mâche (about 2 ounces);"['Cucumbers' 'Asparagus' 'Mushrooms' 'Rockmelon' 'Nectarines' 'Chick peas'
 'Cashew nut' 'Pistachios' 'Shark mako' 'Peaches']";0
920;1 cup fresh bean sprouts;"['Green beans' 'Butter beans' 'Peanuts' 'Currants' 'Mushrooms' 'Cucumbers'
 'Chestnuts' 'Cashew nut' 'Blueberries' 'Turbot']";0
921;1 cup Greek Yogurt;"['Yoghurt' 'Grapefruit' 'Trout' 'Ground nuts' 'Green beans' 'Apricot'
 'Cucumbers' 'Rape seed' 'Asparagus' 'Shark mako']";
